date,train_id,trip_no,delay_minutes,is_weekend
2025-04-25,KMRL-14,5,0.7,0
2025-04-25,KMRL-14,6,0.31,0
2025-04-25,KMRL-14,7,0.45,0
2025-04-25,KMRL-14,8,0.07,0
2025-04-25,KMRL-14,9,5.03,0
2025-04-25,KMRL-15,1,1.13,0
2025-04-25,KMRL-15,2,0.78,0
2025-04-25,KMRL-15,3,0.71,0
2025-04-25,KMRL-15,4,0.56,0
2025-04-25,KMRL-15,5,0.24,0
2025-04-25,KMRL-15,6,0.21,0
2025-04-25,KMRL-15,7,0.64,0
2025-04-25,KMRL-15,8,0.06,0
2025-04-25,KMRL-15,9,0.06,0
2025-04-25,KMRL-16,1,0.66,0
2025-04-25,KMRL-16,2,2.02,0
2025-04-25,KMRL-16,3,1.97,0
2025-04-25,KMRL-16,4,0.01,0
2025-04-25,KMRL-16,5,0.09,0
2025-04-25,KMRL-16,6,0.7,0
2025-04-25,KMRL-16,7,1.51,0
2025-04-25,KMRL-16,8,2.47,0
2025-04-25,KMRL-16,9,1.58,0
2025-04-25,KMRL-17,1,0.91,0
2025-04-25,KMRL-17,2,0.18,0
2025-04-25,KMRL-17,3,0.06,0
2025-04-25,KMRL-17,4,0.04,0
2025-04-25,KMRL-17,5,0.76,0
2025-04-25,KMRL-17,6,0.03,0
2025-04-25,KMRL-17,7,1.08,0
2025-04-25,KMRL-17,8,1.0,0
2025-04-25,KMRL-18,1,0.07,0
2025-04-25,KMRL-18,2,1.9,0
2025-04-25,KMRL-18,3,0.59,0
2025-04-25,KMRL-18,4,1.88,0
2025-04-25,KMRL-18,5,1.86,0
2025-04-25,KMRL-18,6,0.18,0
2025-04-25,KMRL-18,7,0.38,0
2025-04-25,KMRL-18,8,0.12,0
2025-04-25,KMRL-18,9,1.19,0
2025-04-25,KMRL-19,1,1.4,0
2025-04-25,KMRL-19,2,5.28,0
2025-04-25,KMRL-19,3,0.47,0
2025-04-25,KMRL-19,4,2.33,0
2025-04-25,KMRL-19,5,9.06,0
2025-04-25,KMRL-19,6,2.19,0
2025-04-25,KMRL-19,7,0.14,0
2025-04-25,KMRL-20,1,3.11,0
2025-04-25,KMRL-20,2,0.69,0
2025-04-25,KMRL-20,3,0.11,0
2025-04-25,KMRL-20,4,1.43,0
2025-04-25,KMRL-20,5,1.08,0
2025-04-25,KMRL-20,6,5.44,0
2025-04-25,KMRL-20,7,1.64,0
2025-04-25,KMRL-20,8,4.62,0
2025-04-25,KMRL-21,1,0.03,0
2025-04-25,KMRL-21,2,0.03,0
2025-04-25,KMRL-21,3,0.06,0
2025-04-25,KMRL-21,4,0.5,0
2025-04-25,KMRL-21,5,0.94,0
2025-04-25,KMRL-21,6,1.87,0
2025-04-25,KMRL-21,7,8.53,0
2025-04-25,KMRL-21,8,0.88,0
2025-04-25,KMRL-22,1,0.05,0
2025-04-25,KMRL-22,2,0.17,0
2025-04-25,KMRL-22,3,1.83,0
2025-04-25,KMRL-22,4,0.96,0
2025-04-25,KMRL-22,5,1.25,0
2025-04-25,KMRL-22,6,0.11,0
2025-04-25,KMRL-22,7,0.12,0
2025-04-25,KMRL-22,8,0.1,0
2025-04-25,KMRL-23,1,1.56,0
2025-04-25,KMRL-23,2,0.19,0
2025-04-25,KMRL-23,3,0.82,0
2025-04-25,KMRL-23,4,0.58,0
2025-04-25,KMRL-23,5,0.63,0
2025-04-25,KMRL-23,6,0.17,0
2025-04-25,KMRL-23,7,0.81,0
2025-04-25,KMRL-23,8,0.04,0
2025-04-25,KMRL-24,1,4.03,0
2025-04-25,KMRL-24,2,0.02,0
2025-04-25,KMRL-24,3,0.04,0
2025-04-25,KMRL-24,4,0.31,0
2025-04-25,KMRL-24,5,1.43,0
2025-04-25,KMRL-24,6,0.24,0
2025-04-25,KMRL-24,7,0.51,0
2025-04-25,KMRL-24,8,0.01,0
2025-04-25,KMRL-25,1,0.16,0
2025-04-25,KMRL-25,2,1.87,0
2025-04-25,KMRL-25,3,0.43,0
2025-04-25,KMRL-25,4,2.37,0
2025-04-25,KMRL-25,5,3.08,0
2025-04-25,KMRL-25,6,3.8,0
2025-04-25,KMRL-25,7,0.29,0
2025-04-25,KMRL-26,1,0.49,0
2025-04-25,KMRL-26,2,2.35,0
2025-04-25,KMRL-26,3,1.18,0
2025-04-25,KMRL-26,4,0.1,0
2025-04-25,KMRL-26,5,0.56,0
2025-04-25,KMRL-26,6,2.04,0
2025-04-25,KMRL-26,7,0.46,0
2025-04-25,KMRL-26,8,1.45,0
2025-04-25,KMRL-26,9,0.55,0
2025-04-25,KMRL-27,1,0.09,0
2025-04-25,KMRL-27,2,0.13,0
2025-04-25,KMRL-27,3,0.04,0
2025-04-25,KMRL-27,4,0.17,0
2025-04-25,KMRL-27,5,1.79,0
2025-04-25,KMRL-27,6,0.84,0
2025-04-25,KMRL-27,7,1.07,0
2025-04-25,KMRL-28,1,0.78,0
2025-04-25,KMRL-28,2,0.39,0
2025-04-25,KMRL-28,3,0.2,0
2025-04-25,KMRL-28,4,2.08,0
2025-04-25,KMRL-28,5,0.58,0
2025-04-25,KMRL-28,6,0.52,0
2025-04-25,KMRL-28,7,4.44,0
2025-04-25,KMRL-28,8,0.39,0
2025-04-25,KMRL-28,9,1.54,0
2025-04-25,KMRL-29,1,1.59,0
2025-04-25,KMRL-29,2,0.21,0
2025-04-25,KMRL-29,3,0.08,0
2025-04-25,KMRL-29,4,2.97,0
2025-04-25,KMRL-29,5,0.44,0
2025-04-25,KMRL-29,6,0.0,0
2025-04-25,KMRL-29,7,0.55,0
2025-04-25,KMRL-29,8,0.77,0
2025-04-25,KMRL-29,9,1.2,0
2025-04-25,KMRL-30,1,10.02,0
2025-04-25,KMRL-30,2,8.63,0
2025-04-25,KMRL-30,3,9.85,0
2025-04-25,KMRL-30,4,0.11,0
2025-04-25,KMRL-30,5,4.35,0
2025-04-25,KMRL-30,6,0.9,0
2025-04-25,KMRL-30,7,0.73,0
2025-04-26,KMRL-1,1,1.91,1
2025-04-26,KMRL-1,2,2.05,1
2025-04-26,KMRL-1,3,1.5,1
2025-04-26,KMRL-1,4,0.87,1
2025-04-26,KMRL-1,5,1.13,1
2025-04-26,KMRL-1,6,3.24,1
2025-04-26,KMRL-1,7,0.53,1
2025-04-26,KMRL-1,8,1.11,1
2025-04-26,KMRL-1,9,1.13,1
2025-04-26,KMRL-2,1,1.31,1
2025-04-26,KMRL-2,2,1.59,1
2025-04-26,KMRL-2,3,1.42,1
2025-04-26,KMRL-2,4,1.73,1
2025-04-26,KMRL-2,5,1.92,1
2025-04-26,KMRL-2,6,1.52,1
2025-04-26,KMRL-2,7,0.32,1
2025-04-26,KMRL-2,8,1.63,1
2025-04-26,KMRL-2,9,1.77,1
2025-04-26,KMRL-3,1,0.79,1
2025-04-26,KMRL-3,2,2.72,1
2025-04-26,KMRL-3,3,2.1,1
2025-04-26,KMRL-3,4,3.66,1
2025-04-26,KMRL-3,5,2.53,1
2025-04-26,KMRL-3,6,1.3,1
2025-04-26,KMRL-3,7,3.86,1
2025-04-26,KMRL-4,1,1.1,1
2025-04-26,KMRL-4,2,1.25,1
2025-04-26,KMRL-4,3,1.9,1
2025-04-26,KMRL-4,4,1.22,1
2025-04-26,KMRL-4,5,1.07,1
2025-04-26,KMRL-4,6,1.21,1
2025-04-26,KMRL-4,7,0.8,1
2025-04-26,KMRL-4,8,2.0,1
2025-04-26,KMRL-4,9,2.43,1
2025-04-26,KMRL-5,1,1.35,1
2025-04-26,KMRL-5,2,1.26,1
2025-04-26,KMRL-5,3,1.55,1
2025-04-26,KMRL-5,4,0.58,1
2025-04-26,KMRL-5,5,1.37,1
2025-04-26,KMRL-5,6,0.64,1
2025-04-26,KMRL-5,7,3.11,1
2025-04-26,KMRL-5,8,0.31,1
2025-04-26,KMRL-6,1,1.15,1
2025-04-26,KMRL-6,2,1.53,1
2025-04-26,KMRL-6,3,1.8,1
2025-04-26,KMRL-6,4,1.64,1
2025-04-26,KMRL-6,5,1.45,1
2025-04-26,KMRL-6,6,1.08,1
2025-04-26,KMRL-6,7,1.31,1
2025-04-26,KMRL-6,8,2.78,1
2025-04-26,KMRL-6,9,0.64,1
2025-04-26,KMRL-7,1,2.36,1
2025-04-26,KMRL-7,2,1.66,1
2025-04-26,KMRL-7,3,0.84,1
2025-04-26,KMRL-7,4,3.64,1
2025-04-26,KMRL-7,5,0.29,1
2025-04-26,KMRL-7,6,0.26,1
2025-04-26,KMRL-7,7,3.04,1
2025-04-26,KMRL-8,1,1.63,1
2025-04-26,KMRL-8,2,2.18,1
2025-04-26,KMRL-8,3,2.74,1
2025-04-26,KMRL-8,4,1.86,1
2025-04-26,KMRL-8,5,1.73,1
2025-04-26,KMRL-8,6,0.94,1
2025-04-26,KMRL-8,7,2.16,1
2025-04-26,KMRL-8,8,1.39,1
2025-04-26,KMRL-9,1,1.97,1
2025-04-26,KMRL-9,2,2.12,1
2025-04-26,KMRL-9,3,0.41,1
2025-04-26,KMRL-9,4,1.86,1
2025-04-26,KMRL-9,5,0.83,1
2025-04-26,KMRL-9,6,0.77,1
2025-04-26,KMRL-9,7,0.69,1
2025-04-26,KMRL-9,8,3.55,1
2025-04-26,KMRL-10,1,3.27,1
2025-04-26,KMRL-10,2,3.46,1
2025-04-26,KMRL-10,3,1.84,1
2025-04-26,KMRL-10,4,2.59,1
2025-04-26,KMRL-10,5,3.44,1
2025-04-26,KMRL-10,6,6.27,1
2025-04-26,KMRL-10,7,0.91,1
2025-04-26,KMRL-10,8,5.97,1
2025-04-26,KMRL-10,9,1.35,1
2025-04-26,KMRL-11,1,3.11,1
2025-04-26,KMRL-11,2,2.76,1
2025-04-26,KMRL-11,3,3.24,1
2025-04-26,KMRL-11,4,2.95,1
2025-04-26,KMRL-11,5,0.12,1
2025-04-26,KMRL-11,6,0.79,1
2025-04-26,KMRL-11,7,1.93,1
2025-04-26,KMRL-12,1,1.01,1
2025-04-26,KMRL-12,2,1.33,1
2025-04-26,KMRL-12,3,0.56,1
2025-04-26,KMRL-12,4,2.78,1
2025-04-26,KMRL-12,5,2.4,1
2025-04-26,KMRL-12,6,1.59,1
2025-04-26,KMRL-12,7,0.54,1
2025-04-26,KMRL-12,8,0.64,1
2025-04-26,KMRL-13,1,1.44,1
2025-04-26,KMRL-13,2,2.37,1
2025-04-26,KMRL-13,3,3.21,1
2025-04-26,KMRL-13,4,5.18,1
2025-04-26,KMRL-13,5,3.34,1
2025-04-26,KMRL-13,6,6.57,1
2025-04-26,KMRL-13,7,0.99,1
2025-04-26,KMRL-13,8,1.37,1
2025-04-26,KMRL-13,9,4.06,1
2025-04-26,KMRL-14,1,0.55,1
2025-04-26,KMRL-14,2,1.48,1
2025-04-26,KMRL-14,3,2.11,1
2025-04-26,KMRL-14,4,1.59,1
2025-04-26,KMRL-14,5,0.9,1
2025-04-26,KMRL-14,6,2.74,1
2025-04-26,KMRL-14,7,0.33,1
2025-04-26,KMRL-14,8,2.07,1
2025-04-26,KMRL-15,1,1.59,1
2025-04-26,KMRL-15,2,2.17,1
2025-04-26,KMRL-15,3,1.11,1
2025-04-26,KMRL-15,4,0.63,1
2025-04-26,KMRL-15,5,1.55,1
2025-04-26,KMRL-15,6,0.51,1
2025-04-26,KMRL-15,7,1.6,1
2025-04-26,KMRL-16,1,2.21,1
2025-04-26,KMRL-16,2,1.79,1
2025-04-26,KMRL-16,3,0.83,1
2025-04-26,KMRL-16,4,0.86,1
2025-04-26,KMRL-16,5,0.89,1
2025-04-26,KMRL-16,6,1.34,1
2025-04-26,KMRL-16,7,1.72,1
2025-04-26,KMRL-16,8,2.45,1
2025-04-26,KMRL-16,9,0.6,1
2025-04-26,KMRL-17,1,1.6,1
2025-04-26,KMRL-17,2,0.7,1
2025-04-26,KMRL-17,3,0.75,1
2025-04-26,KMRL-17,4,1.06,1
2025-04-26,KMRL-17,5,1.57,1
2025-04-26,KMRL-17,6,1.54,1
2025-04-26,KMRL-17,7,1.84,1
2025-04-26,KMRL-17,8,1.37,1
2025-04-26,KMRL-18,1,0.81,1
2025-04-26,KMRL-18,2,0.18,1
2025-04-26,KMRL-18,3,1.37,1
2025-04-26,KMRL-18,4,1.14,1
2025-04-26,KMRL-18,5,1.86,1
2025-04-26,KMRL-18,6,1.05,1
2025-04-26,KMRL-18,7,0.95,1
2025-04-26,KMRL-19,1,1.53,1
2025-04-26,KMRL-19,2,2.05,1
2025-04-26,KMRL-19,3,2.33,1
2025-04-26,KMRL-19,4,0.97,1
2025-04-26,KMRL-19,5,5.39,1
2025-04-26,KMRL-19,6,8.2,1
2025-04-26,KMRL-19,7,1.31,1
2025-04-26,KMRL-19,8,0.59,1
2025-04-26,KMRL-20,1,2.23,1
2025-04-26,KMRL-20,2,2.5,1
2025-04-26,KMRL-20,3,1.15,1
2025-04-26,KMRL-20,4,1.68,1
2025-04-26,KMRL-20,5,4.59,1
2025-04-26,KMRL-20,6,1.99,1
2025-04-26,KMRL-20,7,2.6,1
2025-04-26,KMRL-20,8,3.01,1
2025-04-26,KMRL-20,9,7.33,1
2025-04-26,KMRL-21,1,1.17,1
2025-04-26,KMRL-21,2,3.18,1
2025-04-26,KMRL-21,3,1.01,1
2025-04-26,KMRL-21,4,4.02,1
2025-04-26,KMRL-21,5,1.44,1
2025-04-26,KMRL-21,6,3.66,1
2025-04-26,KMRL-21,7,2.07,1
2025-04-26,KMRL-22,1,0.65,1
2025-04-26,KMRL-22,2,2.32,1
2025-04-26,KMRL-22,3,2.14,1
2025-04-26,KMRL-22,4,0.66,1
2025-04-26,KMRL-22,5,2.06,1
2025-04-26,KMRL-22,6,0.86,1
2025-04-26,KMRL-22,7,1.31,1
2025-04-26,KMRL-22,8,1.39,1
2025-04-26,KMRL-22,9,1.9,1
2025-04-26,KMRL-23,1,1.84,1
2025-04-26,KMRL-23,2,1.81,1
2025-04-26,KMRL-23,3,1.0,1
2025-04-26,KMRL-23,4,0.98,1
2025-04-26,KMRL-23,5,1.15,1
2025-04-26,KMRL-23,6,3.91,1
2025-04-26,KMRL-23,7,0.35,1
2025-04-26,KMRL-23,8,2.1,1
2025-04-26,KMRL-24,1,3.03,1
2025-04-26,KMRL-24,2,1.44,1
2025-04-26,KMRL-24,3,1.32,1
2025-04-26,KMRL-24,4,1.19,1
2025-04-26,KMRL-24,5,1.15,1
2025-04-26,KMRL-24,6,2.04,1
2025-04-26,KMRL-24,7,0.47,1
2025-04-26,KMRL-24,8,1.38,1
2025-04-26,KMRL-25,1,2.6,1
2025-04-26,KMRL-25,2,1.02,1
2025-04-26,KMRL-25,3,1.49,1
2025-04-26,KMRL-25,4,3.05,1
2025-04-26,KMRL-25,5,3.32,1
2025-04-26,KMRL-25,6,5.88,1
2025-04-26,KMRL-25,7,1.56,1
2025-04-26,KMRL-26,1,0.3,1
2025-04-26,KMRL-26,2,2.09,1
2025-04-26,KMRL-26,3,0.21,1
2025-04-26,KMRL-26,4,0.99,1
2025-04-26,KMRL-26,5,1.08,1
2025-04-26,KMRL-26,6,0.92,1
2025-04-26,KMRL-26,7,2.61,1
2025-04-26,KMRL-26,8,1.77,1
2025-04-26,KMRL-27,1,2.3,1
2025-04-26,KMRL-27,2,2.24,1
2025-04-26,KMRL-27,3,0.64,1
2025-04-26,KMRL-27,4,0.79,1
2025-04-26,KMRL-27,5,2.54,1
2025-04-26,KMRL-27,6,0.68,1
2025-04-26,KMRL-27,7,1.04,1
2025-04-26,KMRL-27,8,1.93,1
2025-04-26,KMRL-27,9,1.43,1
2025-04-26,KMRL-28,1,1.69,1
2025-04-26,KMRL-28,2,1.21,1
2025-04-26,KMRL-28,3,1.23,1
2025-04-26,KMRL-28,4,0.97,1
2025-04-26,KMRL-28,5,0.77,1
2025-04-26,KMRL-28,6,1.84,1
2025-04-26,KMRL-28,7,4.19,1
2025-04-26,KMRL-28,8,0.82,1
2025-04-26,KMRL-29,1,2.45,1
2025-04-26,KMRL-29,2,4.35,1
2025-04-26,KMRL-29,3,3.18,1
2025-04-26,KMRL-29,4,1.8,1
2025-04-26,KMRL-29,5,1.4,1
2025-04-26,KMRL-29,6,0.36,1
2025-04-26,KMRL-29,7,2.15,1
2025-04-26,KMRL-29,8,1.32,1
2025-04-26,KMRL-29,9,1.35,1
2025-04-26,KMRL-30,1,6.99,1
2025-04-26,KMRL-30,2,1.93,1
2025-04-26,KMRL-30,3,2.08,1
2025-04-26,KMRL-30,4,3.15,1
2025-04-26,KMRL-30,5,19.28,1
2025-04-26,KMRL-30,6,9.53,1
2025-04-26,KMRL-30,7,2.54,1
2025-04-26,KMRL-30,8,2.83,1
2025-04-27,KMRL-1,1,1.75,1
2025-04-27,KMRL-1,2,1.81,1
2025-04-27,KMRL-1,3,0.83,1
2025-04-27,KMRL-1,4,2.26,1
2025-04-27,KMRL-1,5,0.8,1
2025-04-27,KMRL-1,6,0.31,1
2025-04-27,KMRL-1,7,1.1,1
2025-04-27,KMRL-1,8,1.88,1
2025-04-27,KMRL-1,9,0.94,1
2025-04-27,KMRL-2,1,1.29,1
2025-04-27,KMRL-2,2,0.02,1
2025-04-27,KMRL-2,3,2.22,1
2025-04-27,KMRL-2,4,1.93,1
2025-04-27,KMRL-2,5,1.11,1
2025-04-27,KMRL-2,6,1.93,1
2025-04-27,KMRL-2,7,0.63,1
2025-04-27,KMRL-2,8,0.99,1
2025-04-27,KMRL-2,9,0.39,1
2025-04-27,KMRL-3,1,0.88,1
2025-04-27,KMRL-3,2,0.79,1
2025-04-27,KMRL-3,3,2.15,1
2025-04-27,KMRL-3,4,2.05,1
2025-04-27,KMRL-3,5,0.5,1
2025-04-27,KMRL-3,6,1.0,1
2025-04-27,KMRL-3,7,0.99,1
2025-04-27,KMRL-3,8,2.53,1
2025-04-27,KMRL-3,9,1.39,1
2025-04-27,KMRL-4,1,1.24,1
2025-04-27,KMRL-4,2,1.14,1
2025-04-27,KMRL-4,3,1.08,1
2025-04-27,KMRL-4,4,1.24,1
2025-04-27,KMRL-4,5,0.3,1
2025-04-27,KMRL-4,6,0.22,1
2025-04-27,KMRL-4,7,2.56,1
2025-04-27,KMRL-4,8,2.5,1
2025-04-27,KMRL-5,1,0.18,1
2025-04-27,KMRL-5,2,2.12,1
2025-04-27,KMRL-5,3,1.43,1
2025-04-27,KMRL-5,4,0.36,1
2025-04-27,KMRL-5,5,1.43,1
2025-04-27,KMRL-5,6,1.3,1
2025-04-27,KMRL-5,7,3.6,1
2025-04-27,KMRL-5,8,1.98,1
2025-04-27,KMRL-5,9,3.6,1
2025-04-27,KMRL-6,1,1.91,1
2025-04-27,KMRL-6,2,0.54,1
2025-04-27,KMRL-6,3,1.45,1
2025-04-27,KMRL-6,4,2.13,1
2025-04-27,KMRL-6,5,1.72,1
2025-04-27,KMRL-6,6,1.48,1
2025-04-27,KMRL-6,7,1.49,1
2025-04-27,KMRL-7,1,7.4,1
2025-04-27,KMRL-7,2,2.44,1
2025-04-27,KMRL-7,3,6.15,1
2025-04-27,KMRL-7,4,2.12,1
2025-04-27,KMRL-7,5,0.6,1
2025-04-27,KMRL-7,6,2.94,1
2025-04-27,KMRL-7,7,3.24,1
2025-04-27,KMRL-7,8,6.01,1
2025-04-27,KMRL-8,1,1.56,1
2025-04-27,KMRL-8,2,1.83,1
2025-04-27,KMRL-8,3,2.2,1
2025-04-27,KMRL-8,4,1.04,1
2025-04-27,KMRL-8,5,1.4,1
2025-04-27,KMRL-8,6,2.55,1
2025-04-27,KMRL-8,7,1.71,1
2025-04-27,KMRL-8,8,2.1,1
2025-04-27,KMRL-8,9,0.47,1
2025-04-27,KMRL-9,1,1.23,1
2025-04-27,KMRL-9,2,1.68,1
2025-04-27,KMRL-9,3,2.53,1
2025-04-27,KMRL-9,4,1.96,1
2025-04-27,KMRL-9,5,3.07,1
2025-04-27,KMRL-9,6,1.67,1
2025-04-27,KMRL-9,7,5.76,1
2025-04-27,KMRL-9,8,3.11,1
2025-04-27,KMRL-9,9,1.21,1
2025-04-27,KMRL-10,1,10.61,1
2025-04-27,KMRL-10,2,2.91,1
2025-04-27,KMRL-10,3,0.61,1
2025-04-27,KMRL-10,4,3.05,1
2025-04-27,KMRL-10,5,0.83,1
2025-04-27,KMRL-10,6,6.14,1
2025-04-27,KMRL-10,7,4.17,1
2025-04-27,KMRL-10,8,2.33,1
2025-04-27,KMRL-10,9,5.67,1
2025-04-27,KMRL-11,1,1.26,1
2025-04-27,KMRL-11,2,3.01,1
2025-04-27,KMRL-11,3,2.0,1
2025-04-27,KMRL-11,4,0.88,1
2025-04-27,KMRL-11,5,3.11,1
2025-04-27,KMRL-11,6,1.18,1
2025-04-27,KMRL-11,7,1.03,1
2025-04-27,KMRL-11,8,1.01,1
2025-04-27,KMRL-11,9,1.37,1
2025-04-27,KMRL-12,1,0.75,1
2025-04-27,KMRL-12,2,1.07,1
2025-04-27,KMRL-12,3,1.4,1
2025-04-27,KMRL-12,4,1.39,1
2025-04-27,KMRL-12,5,0.08,1
2025-04-27,KMRL-12,6,1.04,1
2025-04-27,KMRL-12,7,0.55,1
2025-04-27,KMRL-13,1,7.58,1
2025-04-27,KMRL-13,2,4.12,1
2025-04-27,KMRL-13,3,0.17,1
2025-04-27,KMRL-13,4,6.68,1
2025-04-27,KMRL-13,5,1.82,1
2025-04-27,KMRL-13,6,3.09,1
2025-04-27,KMRL-13,7,3.03,1
2025-04-27,KMRL-14,1,1.3,1
2025-04-27,KMRL-14,2,1.76,1
2025-04-27,KMRL-14,3,0.5,1
2025-04-27,KMRL-14,4,1.75,1
2025-04-27,KMRL-14,5,2.93,1
2025-04-27,KMRL-14,6,0.77,1
2025-04-27,KMRL-14,7,2.08,1
2025-04-27,KMRL-15,1,1.22,1
2025-04-27,KMRL-15,2,2.83,1
2025-04-27,KMRL-15,3,1.61,1
2025-04-27,KMRL-15,4,1.72,1
2025-04-27,KMRL-15,5,2.33,1
2025-04-27,KMRL-15,6,1.1,1
2025-04-27,KMRL-15,7,1.53,1
2025-04-27,KMRL-15,8,1.93,1
2025-04-27,KMRL-15,9,1.82,1
2025-04-27,KMRL-16,1,2.04,1
2025-04-27,KMRL-16,2,2.08,1
2025-04-27,KMRL-16,3,0.48,1
2025-04-27,KMRL-16,4,1.47,1
2025-04-27,KMRL-16,5,0.65,1
2025-04-27,KMRL-16,6,2.09,1
2025-04-27,KMRL-16,7,1.58,1
2025-04-27,KMRL-16,8,1.45,1
2025-04-27,KMRL-16,9,0.81,1
2025-04-27,KMRL-17,1,1.29,1
2025-04-27,KMRL-17,2,0.92,1
2025-04-27,KMRL-17,3,1.3,1
2025-04-27,KMRL-17,4,1.67,1
2025-04-27,KMRL-17,5,2.94,1
2025-04-27,KMRL-17,6,1.17,1
2025-04-27,KMRL-17,7,1.9,1
2025-04-27,KMRL-17,8,0.78,1
2025-04-27,KMRL-18,1,0.72,1
2025-04-27,KMRL-18,2,1.86,1
2025-04-27,KMRL-18,3,1.48,1
2025-04-27,KMRL-18,4,1.11,1
2025-04-27,KMRL-18,5,2.1,1
2025-04-27,KMRL-18,6,1.75,1
2025-04-27,KMRL-18,7,1.27,1
2025-04-27,KMRL-19,1,3.59,1
2025-04-27,KMRL-19,2,3.62,1
2025-04-27,KMRL-19,3,4.59,1
2025-04-27,KMRL-19,4,4.15,1
2025-04-27,KMRL-19,5,1.98,1
2025-04-27,KMRL-19,6,2.51,1
2025-04-27,KMRL-19,7,0.37,1
2025-04-27,KMRL-19,8,4.36,1
2025-04-27,KMRL-19,9,1.04,1
2025-04-27,KMRL-20,1,5.7,1
2025-04-27,KMRL-20,2,11.17,1
2025-04-27,KMRL-20,3,7.62,1
2025-04-27,KMRL-20,4,1.73,1
2025-04-27,KMRL-20,5,0.83,1
2025-04-27,KMRL-20,6,1.78,1
2025-04-27,KMRL-20,7,7.48,1
2025-04-27,KMRL-20,8,15.39,1
2025-04-27,KMRL-20,9,1.52,1
2025-04-27,KMRL-21,1,3.07,1
2025-04-27,KMRL-21,2,5.27,1
2025-04-27,KMRL-21,3,0.79,1
2025-04-27,KMRL-21,4,5.39,1
2025-04-27,KMRL-21,5,5.09,1
2025-04-27,KMRL-21,6,1.54,1
2025-04-27,KMRL-21,7,5.19,1
2025-04-27,KMRL-22,1,0.9,1
2025-04-27,KMRL-22,2,1.71,1
2025-04-27,KMRL-22,3,0.88,1
2025-04-27,KMRL-22,4,0.86,1
2025-04-27,KMRL-22,5,2.16,1
2025-04-27,KMRL-22,6,1.69,1
2025-04-27,KMRL-22,7,1.69,1
2025-04-27,KMRL-22,8,0.86,1
2025-04-27,KMRL-22,9,1.68,1
2025-04-27,KMRL-23,1,2.27,1
2025-04-27,KMRL-23,2,3.28,1
2025-04-27,KMRL-23,3,2.43,1
2025-04-27,KMRL-23,4,1.93,1
2025-04-27,KMRL-23,5,1.45,1
2025-04-27,KMRL-23,6,1.56,1
2025-04-27,KMRL-23,7,2.63,1
2025-04-27,KMRL-23,8,0.47,1
2025-04-27,KMRL-23,9,1.84,1
2025-04-27,KMRL-24,1,1.78,1
2025-04-27,KMRL-24,2,1.9,1
2025-04-27,KMRL-24,3,1.89,1
2025-04-27,KMRL-24,4,2.08,1
2025-04-27,KMRL-24,5,0.44,1
2025-04-27,KMRL-24,6,3.02,1
2025-04-27,KMRL-24,7,0.45,1
2025-04-27,KMRL-24,8,1.04,1
2025-04-27,KMRL-24,9,1.58,1
2025-04-27,KMRL-25,1,0.76,1
2025-04-27,KMRL-25,2,3.61,1
2025-04-27,KMRL-25,3,4.47,1
2025-04-27,KMRL-25,4,1.09,1
2025-04-27,KMRL-25,5,6.31,1
2025-04-27,KMRL-25,6,3.03,1
2025-04-27,KMRL-25,7,0.7,1
2025-04-27,KMRL-25,8,5.6,1
2025-04-27,KMRL-25,9,3.82,1
2025-04-27,KMRL-26,1,0.7,1
2025-04-27,KMRL-26,2,0.54,1
2025-04-27,KMRL-26,3,1.08,1
2025-04-27,KMRL-26,4,2.11,1
2025-04-27,KMRL-26,5,2.29,1
2025-04-27,KMRL-26,6,0.83,1
2025-04-27,KMRL-26,7,0.42,1
2025-04-27,KMRL-26,8,1.79,1
2025-04-27,KMRL-27,1,2.67,1
2025-04-27,KMRL-27,2,2.62,1
2025-04-27,KMRL-27,3,0.56,1
2025-04-27,KMRL-27,4,4.67,1
2025-04-27,KMRL-27,5,3.95,1
2025-04-27,KMRL-27,6,0.77,1
2025-04-27,KMRL-27,7,3.67,1
2025-04-27,KMRL-27,8,0.79,1
2025-04-27,KMRL-28,1,0.77,1
2025-04-27,KMRL-28,2,1.35,1
2025-04-27,KMRL-28,3,0.45,1
2025-04-27,KMRL-28,4,0.89,1
2025-04-27,KMRL-28,5,1.27,1
2025-04-27,KMRL-28,6,0.55,1
2025-04-27,KMRL-28,7,1.01,1
2025-04-27,KMRL-28,8,1.18,1
2025-04-27,KMRL-29,1,2.19,1
2025-04-27,KMRL-29,2,1.21,1
2025-04-27,KMRL-29,3,1.53,1
2025-04-27,KMRL-29,4,1.13,1
2025-04-27,KMRL-29,5,1.49,1
2025-04-27,KMRL-29,6,0.72,1
2025-04-27,KMRL-29,7,2.45,1
2025-04-27,KMRL-30,1,3.29,1
2025-04-27,KMRL-30,2,0.74,1
2025-04-27,KMRL-30,3,3.42,1
2025-04-27,KMRL-30,4,8.2,1
2025-04-27,KMRL-30,5,7.8,1
2025-04-27,KMRL-30,6,1.87,1
2025-04-27,KMRL-30,7,3.99,1
2025-04-28,KMRL-1,1,0.43,0
2025-04-28,KMRL-1,2,1.4,0
2025-04-28,KMRL-1,3,0.11,0
2025-04-28,KMRL-1,4,0.11,0
2025-04-28,KMRL-1,5,0.2,0
2025-04-28,KMRL-1,6,0.64,0
2025-04-28,KMRL-1,7,0.23,0
2025-04-28,KMRL-2,1,0.56,0
