date,station,hour,passenger_count,is_weekend,is_am_peak,is_pm_peak
2025-05-07,Pathadipalam,18,163,0,0,1
2025-05-07,Pathadipalam,19,208,0,0,1
2025-05-07,Pathadipalam,20,178,0,0,1
2025-05-07,Pathadipalam,21,73,0,0,0
2025-05-07,Pathadipalam,22,79,0,0,0
2025-05-07,Edappally,6,195,0,0,0
2025-05-07,Edappally,7,203,0,0,0
2025-05-07,Edappally,8,482,0,1,0
2025-05-07,Edappally,9,500,0,1,0
2025-05-07,Edappally,10,491,0,1,0
2025-05-07,Edappally,11,195,0,0,0
2025-05-07,Edappally,12,184,0,0,0
2025-05-07,Edappally,13,195,0,0,0
2025-05-07,Edappally,14,216,0,0,0
2025-05-07,Edappally,15,210,0,0,0
2025-05-07,Edappally,16,203,0,0,0
2025-05-07,Edappally,17,505,0,0,1
2025-05-07,Edappally,18,512,0,0,1
2025-05-07,Edappally,19,499,0,0,1
2025-05-07,Edappally,20,479,0,0,1
2025-05-07,Edappally,21,197,0,0,0
2025-05-07,Edappally,22,199,0,0,0
2025-05-07,Changampuzha Park,6,71,0,0,0
2025-05-07,Changampuzha Park,7,82,0,0,0
2025-05-07,Changampuzha Park,8,211,0,1,0
2025-05-07,Changampuzha Park,9,206,0,1,0
2025-05-07,Changampuzha Park,10,190,0,1,0
2025-05-07,Changampuzha Park,11,94,0,0,0
2025-05-07,Changampuzha Park,12,74,0,0,0
2025-05-07,Changampuzha Park,13,69,0,0,0
2025-05-07,Changampuzha Park,14,93,0,0,0
2025-05-07,Changampuzha Park,15,80,0,0,0
2025-05-07,Changampuzha Park,16,87,0,0,0
2025-05-07,Changampuzha Park,17,191,0,0,1
2025-05-07,Changampuzha Park,18,188,0,0,1
2025-05-07,Changampuzha Park,19,199,0,0,1
2025-05-07,Changampuzha Park,20,182,0,0,1
2025-05-07,Changampuzha Park,21,87,0,0,0
2025-05-07,Changampuzha Park,22,78,0,0,0
2025-05-07,Palarivattom,6,89,0,0,0
2025-05-07,Palarivattom,7,79,0,0,0
2025-05-07,Palarivattom,8,174,0,1,0
2025-05-07,Palarivattom,9,245,0,1,0
2025-05-07,Palarivattom,10,198,0,1,0
2025-05-07,Palarivattom,11,72,0,0,0
2025-05-07,Palarivattom,12,75,0,0,0
2025-05-07,Palarivattom,13,80,0,0,0
2025-05-07,Palarivattom,14,81,0,0,0
2025-05-07,Palarivattom,15,88,0,0,0
2025-05-07,Palarivattom,16,81,0,0,0
2025-05-07,Palarivattom,17,188,0,0,1
2025-05-07,Palarivattom,18,206,0,0,1
2025-05-07,Palarivattom,19,187,0,0,1
2025-05-07,Palarivattom,20,182,0,0,1
2025-05-07,Palarivattom,21,79,0,0,0
2025-05-07,Palarivattom,22,83,0,0,0
2025-05-07,JLN Stadium,6,70,0,0,0
2025-05-07,JLN Stadium,7,76,0,0,0
2025-05-07,JLN Stadium,8,207,0,1,0
2025-05-07,JLN Stadium,9,202,0,1,0
2025-05-07,JLN Stadium,10,216,0,1,0
2025-05-07,JLN Stadium,11,65,0,0,0
2025-05-07,JLN Stadium,12,77,0,0,0
2025-05-07,JLN Stadium,13,64,0,0,0
2025-05-07,JLN Stadium,14,78,0,0,0
2025-05-07,JLN Stadium,15,81,0,0,0
2025-05-07,JLN Stadium,16,79,0,0,0
2025-05-07,JLN Stadium,17,224,0,0,1
2025-05-07,JLN Stadium,18,216,0,0,1
2025-05-07,JLN Stadium,19,236,0,0,1
2025-05-07,JLN Stadium,20,179,0,0,1
2025-05-07,JLN Stadium,21,67,0,0,0
2025-05-07,JLN Stadium,22,72,0,0,0
2025-05-07,Kaloor Town Hall,6,75,0,0,0
2025-05-07,Kaloor Town Hall,7,78,0,0,0
2025-05-07,Kaloor Town Hall,8,183,0,1,0
2025-05-07,Kaloor Town Hall,9,193,0,1,0
2025-05-07,Kaloor Town Hall,10,207,0,1,0
2025-05-07,Kaloor Town Hall,11,83,0,0,0
2025-05-07,Kaloor Town Hall,12,77,0,0,0
2025-05-07,Kaloor Town Hall,13,86,0,0,0
2025-05-07,Kaloor Town Hall,14,91,0,0,0
2025-05-07,Kaloor Town Hall,15,79,0,0,0
2025-05-07,Kaloor Town Hall,16,81,0,0,0
2025-05-07,Kaloor Town Hall,17,211,0,0,1
2025-05-07,Kaloor Town Hall,18,212,0,0,1
2025-05-07,Kaloor Town Hall,19,195,0,0,1
2025-05-07,Kaloor Town Hall,20,176,0,0,1
2025-05-07,Kaloor Town Hall,21,72,0,0,0
2025-05-07,Kaloor Town Hall,22,79,0,0,0
2025-05-07,MG Road,6,197,0,0,0
2025-05-07,MG Road,7,194,0,0,0
2025-05-07,MG Road,8,497,0,1,0
2025-05-07,MG Road,9,546,0,1,0
2025-05-07,MG Road,10,471,0,1,0
2025-05-07,MG Road,11,182,0,0,0
2025-05-07,MG Road,12,188,0,0,0
2025-05-07,MG Road,13,186,0,0,0
2025-05-07,MG Road,14,195,0,0,0
2025-05-07,MG Road,15,197,0,0,0
2025-05-07,MG Road,16,208,0,0,0
2025-05-07,MG Road,17,473,0,0,1
2025-05-07,MG Road,18,462,0,0,1
2025-05-07,MG Road,19,489,0,0,1
2025-05-07,MG Road,20,499,0,0,1
2025-05-07,MG Road,21,211,0,0,0
2025-05-07,MG Road,22,198,0,0,0
2025-05-07,Maharaja's College,6,88,0,0,0
2025-05-07,Maharaja's College,7,78,0,0,0
2025-05-07,Maharaja's College,8,203,0,1,0
2025-05-07,Maharaja's College,9,210,0,1,0
2025-05-07,Maharaja's College,10,213,0,1,0
2025-05-07,Maharaja's College,11,76,0,0,0
2025-05-07,Maharaja's College,12,83,0,0,0
2025-05-07,Maharaja's College,13,78,0,0,0
2025-05-07,Maharaja's College,14,85,0,0,0
2025-05-07,Maharaja's College,15,67,0,0,0
2025-05-07,Maharaja's College,16,78,0,0,0
2025-05-07,Maharaja's College,17,194,0,0,1
2025-05-07,Maharaja's College,18,206,0,0,1
2025-05-07,Maharaja's College,19,203,0,0,1
2025-05-07,Maharaja's College,20,212,0,0,1
2025-05-07,Maharaja's College,21,101,0,0,0
2025-05-07,Maharaja's College,22,85,0,0,0
2025-05-07,Ernakulam South,6,198,0,0,0
2025-05-07,Ernakulam South,7,184,0,0,0
2025-05-07,Ernakulam South,8,482,0,1,0
2025-05-07,Ernakulam South,9,527,0,1,0
2025-05-07,Ernakulam South,10,527,0,1,0
2025-05-07,Ernakulam South,11,214,0,0,0
2025-05-07,Ernakulam South,12,204,0,0,0
2025-05-07,Ernakulam South,13,202,0,0,0
2025-05-07,Ernakulam South,14,181,0,0,0
2025-05-07,Ernakulam South,15,192,0,0,0
2025-05-07,Ernakulam South,16,197,0,0,0
2025-05-07,Ernakulam South,17,515,0,0,1
2025-05-07,Ernakulam South,18,562,0,0,1
2025-05-07,Ernakulam South,19,462,0,0,1
2025-05-07,Ernakulam South,20,509,0,0,1
2025-05-07,Ernakulam South,21,191,0,0,0
2025-05-07,Ernakulam South,22,224,0,0,0
2025-05-07,Kadavanthra,6,88,0,0,0
2025-05-07,Kadavanthra,7,83,0,0,0
2025-05-07,Kadavanthra,8,209,0,1,0
2025-05-07,Kadavanthra,9,198,0,1,0
2025-05-07,Kadavanthra,10,184,0,1,0
2025-05-07,Kadavanthra,11,78,0,0,0
2025-05-07,Kadavanthra,12,71,0,0,0
2025-05-07,Kadavanthra,13,85,0,0,0
2025-05-07,Kadavanthra,14,90,0,0,0
2025-05-07,Kadavanthra,15,83,0,0,0
2025-05-07,Kadavanthra,16,94,0,0,0
2025-05-07,Kadavanthra,17,190,0,0,1
2025-05-07,Kadavanthra,18,194,0,0,1
2025-05-07,Kadavanthra,19,203,0,0,1
2025-05-07,Kadavanthra,20,196,0,0,1
2025-05-07,Kadavanthra,21,88,0,0,0
2025-05-07,Kadavanthra,22,91,0,0,0
2025-05-07,Elamkulam,6,80,0,0,0
2025-05-07,Elamkulam,7,86,0,0,0
2025-05-07,Elamkulam,8,195,0,1,0
2025-05-07,Elamkulam,9,202,0,1,0
2025-05-07,Elamkulam,10,228,0,1,0
2025-05-07,Elamkulam,11,79,0,0,0
2025-05-07,Elamkulam,12,69,0,0,0
2025-05-07,Elamkulam,13,87,0,0,0
2025-05-07,Elamkulam,14,77,0,0,0
2025-05-07,Elamkulam,15,88,0,0,0
2025-05-07,Elamkulam,16,90,0,0,0
2025-05-07,Elamkulam,17,209,0,0,1
2025-05-07,Elamkulam,18,221,0,0,1
2025-05-07,Elamkulam,19,219,0,0,1
2025-05-07,Elamkulam,20,181,0,0,1
2025-05-07,Elamkulam,21,89,0,0,0
2025-05-07,Elamkulam,22,92,0,0,0
2025-05-07,Vyttila,6,67,0,0,0
2025-05-07,Vyttila,7,84,0,0,0
2025-05-07,Vyttila,8,211,0,1,0
2025-05-07,Vyttila,9,199,0,1,0
2025-05-07,Vyttila,10,191,0,1,0
2025-05-07,Vyttila,11,70,0,0,0
2025-05-07,Vyttila,12,86,0,0,0
2025-05-07,Vyttila,13,75,0,0,0
2025-05-07,Vyttila,14,81,0,0,0
2025-05-07,Vyttila,15,85,0,0,0
2025-05-07,Vyttila,16,73,0,0,0
2025-05-07,Vyttila,17,220,0,0,1
2025-05-07,Vyttila,18,196,0,0,1
2025-05-07,Vyttila,19,176,0,0,1
2025-05-07,Vyttila,20,199,0,0,1
2025-05-07,Vyttila,21,93,0,0,0
2025-05-07,Vyttila,22,79,0,0,0
2025-05-07,Thaikoodam,6,82,0,0,0
2025-05-07,Thaikoodam,7,100,0,0,0
2025-05-07,Thaikoodam,8,199,0,1,0
2025-05-07,Thaikoodam,9,215,0,1,0
2025-05-07,Thaikoodam,10,184,0,1,0
2025-05-07,Thaikoodam,11,88,0,0,0
2025-05-07,Thaikoodam,12,72,0,0,0
2025-05-07,Thaikoodam,13,77,0,0,0
2025-05-07,Thaikoodam,14,82,0,0,0
2025-05-07,Thaikoodam,15,78,0,0,0
2025-05-07,Thaikoodam,16,77,0,0,0
2025-05-07,Thaikoodam,17,194,0,0,1
2025-05-07,Thaikoodam,18,215,0,0,1
2025-05-07,Thaikoodam,19,201,0,0,1
2025-05-07,Thaikoodam,20,199,0,0,1
2025-05-07,Thaikoodam,21,90,0,0,0
2025-05-07,Thaikoodam,22,75,0,0,0
2025-05-07,Petta,6,67,0,0,0
2025-05-07,Petta,7,90,0,0,0
2025-05-07,Petta,8,206,0,1,0
2025-05-07,Petta,9,200,0,1,0
2025-05-07,Petta,10,180,0,1,0
2025-05-07,Petta,11,61,0,0,0
2025-05-07,Petta,12,68,0,0,0
2025-05-07,Petta,13,77,0,0,0
2025-05-07,Petta,14,82,0,0,0
2025-05-07,Petta,15,61,0,0,0
2025-05-07,Petta,16,77,0,0,0
2025-05-07,Petta,17,187,0,0,1
2025-05-07,Petta,18,202,0,0,1
2025-05-07,Petta,19,228,0,0,1
2025-05-07,Petta,20,214,0,0,1
2025-05-07,Petta,21,87,0,0,0
2025-05-07,Petta,22,58,0,0,0
2025-05-07,Vadakkekotta,6,92,0,0,0
2025-05-07,Vadakkekotta,7,87,0,0,0
2025-05-07,Vadakkekotta,8,203,0,1,0
2025-05-07,Vadakkekotta,9,210,0,1,0
2025-05-07,Vadakkekotta,10,222,0,1,0
2025-05-07,Vadakkekotta,11,86,0,0,0
2025-05-07,Vadakkekotta,12,84,0,0,0
2025-05-07,Vadakkekotta,13,82,0,0,0
2025-05-07,Vadakkekotta,14,89,0,0,0
2025-05-07,Vadakkekotta,15,67,0,0,0
2025-05-07,Vadakkekotta,16,80,0,0,0
2025-05-07,Vadakkekotta,17,177,0,0,1
2025-05-07,Vadakkekotta,18,215,0,0,1
2025-05-07,Vadakkekotta,19,225,0,0,1
2025-05-07,Vadakkekotta,20,215,0,0,1
2025-05-07,Vadakkekotta,21,74,0,0,0
2025-05-07,Vadakkekotta,22,77,0,0,0
2025-05-07,SN Junction,6,84,0,0,0
2025-05-07,SN Junction,7,83,0,0,0
2025-05-07,SN Junction,8,211,0,1,0
2025-05-07,SN Junction,9,202,0,1,0
2025-05-07,SN Junction,10,190,0,1,0
2025-05-07,SN Junction,11,76,0,0,0
2025-05-07,SN Junction,12,74,0,0,0
2025-05-07,SN Junction,13,84,0,0,0
2025-05-07,SN Junction,14,86,0,0,0
2025-05-07,SN Junction,15,96,0,0,0
2025-05-07,SN Junction,16,91,0,0,0
2025-05-07,SN Junction,17,198,0,0,1
2025-05-07,SN Junction,18,189,0,0,1
2025-05-07,SN Junction,19,193,0,0,1
2025-05-07,SN Junction,20,196,0,0,1
2025-05-07,SN Junction,21,89,0,0,0
2025-05-07,SN Junction,22,80,0,0,0
2025-05-07,Tripunithura Terminal,6,72,0,0,0
2025-05-07,Tripunithura Terminal,7,72,0,0,0
2025-05-07,Tripunithura Terminal,8,217,0,1,0
2025-05-07,Tripunithura Terminal,9,185,0,1,0
2025-05-07,Tripunithura Terminal,10,188,0,1,0
2025-05-07,Tripunithura Terminal,11,76,0,0,0
2025-05-07,Tripunithura Terminal,12,75,0,0,0
2025-05-07,Tripunithura Terminal,13,86,0,0,0
2025-05-07,Tripunithura Terminal,14,89,0,0,0
2025-05-07,Tripunithura Terminal,15,85,0,0,0
2025-05-07,Tripunithura Terminal,16,78,0,0,0
2025-05-07,Tripunithura Terminal,17,204,0,0,1
2025-05-07,Tripunithura Terminal,18,182,0,0,1
2025-05-07,Tripunithura Terminal,19,213,0,0,1
2025-05-07,Tripunithura Terminal,20,210,0,0,1
2025-05-07,Tripunithura Terminal,21,72,0,0,0
2025-05-07,Tripunithura Terminal,22,80,0,0,0
2025-05-14,Aluva,6,202,0,0,0
2025-05-14,Aluva,7,208,0,0,0
2025-05-14,Aluva,8,457,0,1,0
2025-05-14,Aluva,9,514,0,1,0
2025-05-14,Aluva,10,502,0,1,0
2025-05-14,Aluva,11,205,0,0,0
2025-05-14,Aluva,12,214,0,0,0
2025-05-14,Aluva,13,218,0,0,0
2025-05-14,Aluva,14,209,0,0,0
2025-05-14,Aluva,15,215,0,0,0
2025-05-14,Aluva,16,203,0,0,0
2025-05-14,Aluva,17,520,0,0,1
2025-05-14,Aluva,18,465,0,0,1
2025-05-14,Aluva,19,492,0,0,1
2025-05-14,Aluva,20,519,0,0,1
2025-05-14,Aluva,21,190,0,0,0
2025-05-14,Aluva,22,203,0,0,0
2025-05-14,Pulinchodu,6,70,0,0,0
2025-05-14,Pulinchodu,7,83,0,0,0
2025-05-14,Pulinchodu,8,204,0,1,0
2025-05-14,Pulinchodu,9,190,0,1,0
2025-05-14,Pulinchodu,10,185,0,1,0
2025-05-14,Pulinchodu,11,68,0,0,0
2025-05-14,Pulinchodu,12,75,0,0,0
2025-05-14,Pulinchodu,13,76,0,0,0
2025-05-14,Pulinchodu,14,84,0,0,0
2025-05-14,Pulinchodu,15,97,0,0,0
2025-05-14,Pulinchodu,16,101,0,0,0
2025-05-14,Pulinchodu,17,177,0,0,1
2025-05-14,Pulinchodu,18,192,0,0,1
2025-05-14,Pulinchodu,19,212,0,0,1
2025-05-14,Pulinchodu,20,225,0,0,1
2025-05-14,Pulinchodu,21,74,0,0,0
2025-05-14,Pulinchodu,22,90,0,0,0
2025-05-14,Companypady,6,79,0,0,0
2025-05-14,Companypady,7,80,0,0,0
2025-05-14,Companypady,8,180,0,1,0
2025-05-14,Companypady,9,194,0,1,0
2025-05-14,Companypady,10,202,0,1,0
2025-05-14,Companypady,11,88,0,0,0
2025-05-14,Companypady,12,87,0,0,0
2025-05-14,Companypady,13,77,0,0,0
2025-05-14,Companypady,14,76,0,0,0
2025-05-14,Companypady,15,94,0,0,0
2025-05-14,Companypady,16,73,0,0,0
2025-05-14,Companypady,17,183,0,0,1
2025-05-14,Companypady,18,170,0,0,1
2025-05-14,Companypady,19,214,0,0,1
2025-05-14,Companypady,20,216,0,0,1
2025-05-14,Companypady,21,95,0,0,0
2025-05-14,Companypady,22,70,0,0,0
2025-05-14,Ambattukavu,6,83,0,0,0
2025-05-14,Ambattukavu,7,91,0,0,0
2025-05-14,Ambattukavu,8,203,0,1,0
2025-05-14,Ambattukavu,9,206,0,1,0
2025-05-14,Ambattukavu,10,181,0,1,0
2025-05-14,Ambattukavu,11,95,0,0,0
2025-05-14,Ambattukavu,12,74,0,0,0
2025-05-14,Ambattukavu,13,78,0,0,0
2025-05-14,Ambattukavu,14,79,0,0,0
2025-05-14,Ambattukavu,15,95,0,0,0
2025-05-14,Ambattukavu,16,90,0,0,0
2025-05-14,Ambattukavu,17,170,0,0,1
2025-05-14,Ambattukavu,18,211,0,0,1
2025-05-14,Ambattukavu,19,203,0,0,1
2025-05-14,Ambattukavu,20,208,0,0,1
2025-05-14,Ambattukavu,21,72,0,0,0
2025-05-14,Ambattukavu,22,70,0,0,0
2025-05-14,Muttom,6,67,0,0,0
2025-05-14,Muttom,7,102,0,0,0
2025-05-14,Muttom,8,192,0,1,0
2025-05-14,Muttom,9,182,0,1,0
2025-05-14,Muttom,10,202,0,1,0
2025-05-14,Muttom,11,85,0,0,0
2025-05-14,Muttom,12,90,0,0,0
2025-05-14,Muttom,13,82,0,0,0
2025-05-14,Muttom,14,91,0,0,0
2025-05-14,Muttom,15,85,0,0,0
2025-05-14,Muttom,16,88,0,0,0
2025-05-14,Muttom,17,177,0,0,1
2025-05-14,Muttom,18,173,0,0,1
2025-05-14,Muttom,19,209,0,0,1
2025-05-14,Muttom,20,196,0,0,1
2025-05-14,Muttom,21,78,0,0,0
2025-05-14,Muttom,22,79,0,0,0
2025-05-14,Kalamassery,6,203,0,0,0
2025-05-14,Kalamassery,7,207,0,0,0
2025-05-14,Kalamassery,8,464,0,1,0
2025-05-14,Kalamassery,9,535,0,1,0
2025-05-14,Kalamassery,10,495,0,1,0
2025-05-14,Kalamassery,11,201,0,0,0
2025-05-14,Kalamassery,12,193,0,0,0
2025-05-14,Kalamassery,13,192,0,0,0
2025-05-14,Kalamassery,14,195,0,0,0
2025-05-14,Kalamassery,15,207,0,0,0
2025-05-14,Kalamassery,16,180,0,0,0
2025-05-14,Kalamassery,17,493,0,0,1
2025-05-14,Kalamassery,18,505,0,0,1
2025-05-14,Kalamassery,19,516,0,0,1
2025-05-14,Kalamassery,20,501,0,0,1
2025-05-14,Kalamassery,21,227,0,0,0
2025-05-14,Kalamassery,22,213,0,0,0
2025-05-14,CUSAT,6,82,0,0,0
2025-05-14,CUSAT,7,81,0,0,0
2025-05-14,CUSAT,8,179,0,1,0
2025-05-14,CUSAT,9,194,0,1,0
2025-05-14,CUSAT,10,184,0,1,0
2025-05-14,CUSAT,11,79,0,0,0
2025-05-14,CUSAT,12,69,0,0,0
2025-05-14,CUSAT,13,90,0,0,0
2025-05-14,CUSAT,14,64,0,0,0
2025-05-14,CUSAT,15,76,0,0,0
2025-05-14,CUSAT,16,81,0,0,0
2025-05-14,CUSAT,17,200,0,0,1
2025-05-14,CUSAT,18,193,0,0,1
2025-05-14,CUSAT,19,214,0,0,1
2025-05-14,CUSAT,20,184,0,0,1
2025-05-14,CUSAT,21,84,0,0,0
2025-05-14,CUSAT,22,81,0,0,0
2025-05-14,Pathadipalam,6,77,0,0,0
2025-05-14,Pathadipalam,7,74,0,0,0
2025-05-14,Pathadipalam,8,182,0,1,0
2025-05-14,Pathadipalam,9,177,0,1,0
2025-05-14,Pathadipalam,10,201,0,1,0
2025-05-14,Pathadipalam,11,82,0,0,0
2025-05-14,Pathadipalam,12,65,0,0,0
2025-05-14,Pathadipalam,13,88,0,0,0
2025-05-14,Pathadipalam,14,64,0,0,0
2025-05-14,Pathadipalam,15,77,0,0,0
2025-05-14,Pathadipalam,16,82,0,0,0
2025-05-14,Pathadipalam,17,185,0,0,1
2025-05-14,Pathadipalam,18,193,0,0,1
2025-05-14,Pathadipalam,19,189,0,0,1
2025-05-14,Pathadipalam,20,215,0,0,1
2025-05-14,Pathadipalam,21,74,0,0,0
2025-05-14,Pathadipalam,22,75,0,0,0
2025-05-14,Edappally,6,173,0,0,0
2025-05-14,Edappally,7,211,0,0,0
2025-05-14,Edappally,8,495,0,1,0
2025-05-14,Edappally,9,490,0,1,0
2025-05-14,Edappally,10,508,0,1,0
2025-05-14,Edappally,11,212,0,0,0
2025-05-14,Edappally,12,183,0,0,0
2025-05-14,Edappally,13,222,0,0,0
2025-05-14,Edappally,14,194,0,0,0
2025-05-14,Edappally,15,206,0,0,0
2025-05-14,Edappally,16,181,0,0,0
2025-05-14,Edappally,17,493,0,0,1
2025-05-14,Edappally,18,463,0,0,1
2025-05-14,Edappally,19,495,0,0,1
2025-05-14,Edappally,20,531,0,0,1
2025-05-14,Edappally,21,197,0,0,0
2025-05-14,Edappally,22,192,0,0,0
2025-05-14,Changampuzha Park,6,86,0,0,0
2025-05-14,Changampuzha Park,7,78,0,0,0
2025-05-14,Changampuzha Park,8,216,0,1,0
2025-05-14,Changampuzha Park,9,207,0,1,0
2025-05-14,Changampuzha Park,10,193,0,1,0
2025-05-14,Changampuzha Park,11,84,0,0,0
2025-05-14,Changampuzha Park,12,89,0,0,0
2025-05-14,Changampuzha Park,13,86,0,0,0
2025-05-14,Changampuzha Park,14,76,0,0,0
2025-05-14,Changampuzha Park,15,84,0,0,0
2025-05-14,Changampuzha Park,16,94,0,0,0
2025-05-14,Changampuzha Park,17,204,0,0,1
2025-05-14,Changampuzha Park,18,209,0,0,1
2025-05-14,Changampuzha Park,19,186,0,0,1
2025-05-14,Changampuzha Park,20,209,0,0,1
2025-05-14,Changampuzha Park,21,87,0,0,0
2025-05-14,Changampuzha Park,22,82,0,0,0
2025-05-14,Palarivattom,6,109,0,0,0
2025-05-14,Palarivattom,7,74,0,0,0
2025-05-14,Palarivattom,8,204,0,1,0
2025-05-14,Palarivattom,9,208,0,1,0
2025-05-14,Palarivattom,10,185,0,1,0
2025-05-14,Palarivattom,11,82,0,0,0
2025-05-14,Palarivattom,12,84,0,0,0
2025-05-14,Palarivattom,13,89,0,0,0
2025-05-14,Palarivattom,14,70,0,0,0
2025-05-14,Palarivattom,15,76,0,0,0
2025-05-14,Palarivattom,16,73,0,0,0
2025-05-14,Palarivattom,17,217,0,0,1
2025-05-14,Palarivattom,18,197,0,0,1
2025-05-14,Palarivattom,19,195,0,0,1
2025-05-14,Palarivattom,20,219,0,0,1
2025-05-14,Palarivattom,21,81,0,0,0
2025-05-14,Palarivattom,22,69,0,0,0
2025-05-14,JLN Stadium,6,73,0,0,0
2025-05-14,JLN Stadium,7,89,0,0,0
2025-05-14,JLN Stadium,8,183,0,1,0
2025-05-14,JLN Stadium,9,212,0,1,0
2025-05-14,JLN Stadium,10,206,0,1,0
2025-05-14,JLN Stadium,11,84,0,0,0
2025-05-14,JLN Stadium,12,89,0,0,0
2025-05-14,JLN Stadium,13,92,0,0,0
2025-05-14,JLN Stadium,14,62,0,0,0
2025-05-14,JLN Stadium,15,71,0,0,0
2025-05-14,JLN Stadium,16,77,0,0,0
2025-05-14,JLN Stadium,17,183,0,0,1
2025-05-14,JLN Stadium,18,196,0,0,1
2025-05-14,JLN Stadium,19,185,0,0,1
2025-05-14,JLN Stadium,20,207,0,0,1
2025-05-14,JLN Stadium,21,89,0,0,0
2025-05-14,JLN Stadium,22,83,0,0,0
2025-05-14,Kaloor Town Hall,6,78,0,0,0
2025-05-14,Kaloor Town Hall,7,86,0,0,0
2025-05-14,Kaloor Town Hall,8,216,0,1,0
2025-05-14,Kaloor Town Hall,9,223,0,1,0
2025-05-14,Kaloor Town Hall,10,200,0,1,0
2025-05-14,Kaloor Town Hall,11,94,0,0,0
2025-05-14,Kaloor Town Hall,12,69,0,0,0
2025-05-14,Kaloor Town Hall,13,80,0,0,0
2025-05-14,Kaloor Town Hall,14,87,0,0,0
2025-05-14,Kaloor Town Hall,15,76,0,0,0
2025-05-14,Kaloor Town Hall,16,82,0,0,0
2025-05-14,Kaloor Town Hall,17,205,0,0,1
2025-05-14,Kaloor Town Hall,18,201,0,0,1
2025-05-14,Kaloor Town Hall,19,198,0,0,1
2025-05-14,Kaloor Town Hall,20,197,0,0,1
2025-05-14,Kaloor Town Hall,21,70,0,0,0
2025-05-14,Kaloor Town Hall,22,63,0,0,0
2025-05-14,MG Road,6,201,0,0,0
2025-05-14,MG Road,7,236,0,0,0
2025-05-14,MG Road,8,506,0,1,0
2025-05-14,MG Road,9,499,0,1,0
2025-05-14,MG Road,10,502,0,1,0
2025-05-14,MG Road,11,196,0,0,0
2025-05-14,MG Road,12,201,0,0,0
2025-05-14,MG Road,13,195,0,0,0
2025-05-14,MG Road,14,176,0,0,0
2025-05-14,MG Road,15,215,0,0,0
2025-05-14,MG Road,16,203,0,0,0
2025-05-14,MG Road,17,521,0,0,1
2025-05-14,MG Road,18,528,0,0,1
2025-05-14,MG Road,19,505,0,0,1
2025-05-14,MG Road,20,506,0,0,1
2025-05-14,MG Road,21,206,0,0,0
2025-05-14,MG Road,22,212,0,0,0
2025-05-14,Maharaja's College,6,87,0,0,0
2025-05-14,Maharaja's College,7,77,0,0,0
2025-05-14,Maharaja's College,8,184,0,1,0
2025-05-14,Maharaja's College,9,203,0,1,0
2025-05-14,Maharaja's College,10,191,0,1,0
2025-05-14,Maharaja's College,11,76,0,0,0
2025-05-14,Maharaja's College,12,83,0,0,0
2025-05-14,Maharaja's College,13,72,0,0,0
2025-05-14,Maharaja's College,14,82,0,0,0
2025-05-14,Maharaja's College,15,78,0,0,0
2025-05-14,Maharaja's College,16,86,0,0,0
2025-05-14,Maharaja's College,17,195,0,0,1
2025-05-14,Maharaja's College,18,207,0,0,1
2025-05-14,Maharaja's College,19,203,0,0,1
2025-05-14,Maharaja's College,20,190,0,0,1
2025-05-14,Maharaja's College,21,75,0,0,0
2025-05-14,Maharaja's College,22,69,0,0,0
2025-05-14,Ernakulam South,6,203,0,0,0
2025-05-14,Ernakulam South,7,203,0,0,0
2025-05-14,Ernakulam South,8,512,0,1,0
2025-05-14,Ernakulam South,9,475,0,1,0
2025-05-14,Ernakulam South,10,491,0,1,0
2025-05-14,Ernakulam South,11,206,0,0,0
2025-05-14,Ernakulam South,12,202,0,0,0
2025-05-14,Ernakulam South,13,189,0,0,0
2025-05-14,Ernakulam South,14,221,0,0,0
2025-05-14,Ernakulam South,15,222,0,0,0
2025-05-14,Ernakulam South,16,216,0,0,0
2025-05-14,Ernakulam South,17,523,0,0,1
2025-05-14,Ernakulam South,18,504,0,0,1
2025-05-14,Ernakulam South,19,523,0,0,1
2025-05-14,Ernakulam South,20,474,0,0,1
2025-05-14,Ernakulam South,21,217,0,0,0
2025-05-14,Ernakulam South,22,225,0,0,0
2025-05-14,Kadavanthra,6,74,0,0,0
2025-05-14,Kadavanthra,7,76,0,0,0
2025-05-14,Kadavanthra,8,197,0,1,0
2025-05-14,Kadavanthra,9,223,0,1,0
2025-05-14,Kadavanthra,10,206,0,1,0
2025-05-14,Kadavanthra,11,88,0,0,0
2025-05-14,Kadavanthra,12,59,0,0,0
2025-05-14,Kadavanthra,13,66,0,0,0
2025-05-14,Kadavanthra,14,91,0,0,0
2025-05-14,Kadavanthra,15,76,0,0,0
2025-05-14,Kadavanthra,16,80,0,0,0
2025-05-14,Kadavanthra,17,183,0,0,1
2025-05-14,Kadavanthra,18,188,0,0,1
2025-05-14,Kadavanthra,19,186,0,0,1
2025-05-14,Kadavanthra,20,175,0,0,1
2025-05-14,Kadavanthra,21,67,0,0,0
2025-05-14,Kadavanthra,22,88,0,0,0
2025-05-14,Elamkulam,6,71,0,0,0
2025-05-14,Elamkulam,7,84,0,0,0
2025-05-14,Elamkulam,8,207,0,1,0
2025-05-14,Elamkulam,9,190,0,1,0
2025-05-14,Elamkulam,10,201,0,1,0
2025-05-14,Elamkulam,11,83,0,0,0
2025-05-14,Elamkulam,12,86,0,0,0
2025-05-14,Elamkulam,13,89,0,0,0
